,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,price_log,distrito_barajas,distrito_carabanchel,distrito_centro,distrito_chamartín,distrito_chamberí,distrito_ciudad_lineal,distrito_fuencarral___el_pardo,distrito_hortaleza,distrito_latina,distrito_moncloa___aravaca,distrito_moratalaz,distrito_puente_de_vallecas,distrito_retiro,distrito_salamanca,distrito_san_blas___canillejas,distrito_tetuán,distrito_usera,distrito_vicálvaro,distrito_villa_de_vallecas,distrito_villaverde,rt_hotel_room,rt_private_room,rt_shared_room,air_conditioning,kitchen_and_else,tv,wifi,white_goods,elevator,long_term_stays,Sentiment_Score_Afinn,commo
8744,850479952436759749,3,70,72,0.0,5.0,2,1,1,1,54.0,1,365,12,39,21,4.69,4.56,4.67,4.79,4.82,4.87,4.62,0,2.3,3.9889840465642745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,4.128205128205129,1
8745,850682242713669228,1,100,97,1.0,2.0,2,1,1,1,113.0,4,365,288,78,45,4.86,4.88,4.83,4.72,4.9,4.68,4.68,0,3.41,4.727387818712341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,9.467532467532468,1
8746,846101428969678874,1,100,100,1.0,8.0,4,1,1,2,83.0,1,60,174,117,65,4.8,4.85,4.86,4.84,4.9,4.73,4.74,0,4.88,4.418840607796598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6.547008547008547,1
8747,846144578394170415,1,100,100,1.0,1.0,3,1,1,2,93.0,3,60,181,66,31,4.86,4.85,4.91,4.59,4.92,4.61,4.79,1,2.82,4.532599493153256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,9.242424242424242,1
8748,846216055156866539,1,100,100,0.0,2.0,4,1,1,2,99.0,1,365,311,7,7,5.0,5.0,4.86,4.86,5.0,5.0,4.86,1,0.87,4.59511985013459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7.285714285714286,1
8749,846230244866899782,3,89,76,1.0,5.0,2,1,1,1,60.0,3,15,201,120,57,4.89,4.83,4.83,4.98,4.97,4.86,4.85,0,4.97,4.0943445622221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,10.280373831775702,0
8750,846257645135360969,1,100,100,1.0,1.0,2,1,1,1,90.0,7,160,267,34,30,4.91,4.94,4.85,5.0,4.97,4.91,4.76,0,1.5,4.499809670330265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.617647058823529,0
8751,846266878892743785,3,80,65,1.0,4.0,2,1,1,1,62.0,20,364,114,35,12,4.89,4.91,4.97,4.83,4.86,4.57,4.77,0,1.5,4.127134385045092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,7.371428571428571,1
8752,846426208549575549,1,100,97,0.0,3.0,2,1,1,1,100.0,1,10,0,113,61,4.72,4.76,4.6,4.83,4.74,4.92,4.63,1,4.73,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.513274336283185,1
8753,851198842407729854,2,100,53,1.0,3.0,2,1,1,3,23.0,1,7,164,27,12,5.0,5.0,5.0,4.96,5.0,4.7,4.93,0,1.14,3.1354942159291497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,12.461538461538462,1
8754,851210435342726340,1,100,99,1.0,428.0,2,1,1,1,112.0,1,365,290,10,3,4.7,4.7,4.9,4.5,5.0,4.8,4.4,1,0.45,4.718498871295094,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,7.3,0
8755,851239186461998855,1,100,87,0.0,4.0,7,2,3,3,200.0,2,365,133,13,2,4.92,4.92,4.77,4.92,5.0,5.0,4.77,0,0.56,5.298317366548036,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,9.166666666666666,0
8756,851240219216035804,1,100,99,1.0,2.0,2,1,1,1,45.0,2,365,11,177,83,4.79,4.81,4.89,4.9,4.89,4.76,4.8,0,7.44,3.8066624897703196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,7.186746987951807,0
8757,851266310209548293,1,96,98,0.0,9.0,2,1,1,1,73.0,2,1125,159,40,24,4.73,4.68,4.88,4.88,4.88,4.53,4.5,1,1.69,4.290459441148391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.175,1
8758,851303331557969646,1,100,100,0.0,51.0,2,1,1,1,118.0,3,60,66,59,37,4.71,4.8,4.76,4.93,4.88,4.85,4.69,1,2.51,4.770684624465665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10.40677966101695,1
8759,851323627469260877,1,100,100,0.0,1.0,3,1,1,1,79.0,1,365,292,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.3694478524670215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,1
8760,851376161903054646,2,100,64,1.0,13.0,5,2,3,4,141.0,3,1125,288,66,31,4.92,4.92,4.94,4.89,4.95,4.73,4.8,0,2.84,4.948759890378168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7.924242424242424,1
8762,846818983486450126,1,100,96,1.0,2.0,4,1,1,2,75.0,3,1125,47,79,46,4.94,4.96,5.0,4.86,5.0,4.53,4.91,0,3.38,4.31748811353631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11.128205128205128,1
8763,851556805771426195,1,100,100,1.0,2.0,2,1,1,1,44.0,2,1125,257,56,17,4.95,4.93,4.84,4.96,4.93,4.75,4.88,0,2.37,3.784189633918261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,11.89090909090909,1
8764,851821566804274121,1,100,100,0.0,4.0,2,1,1,1,146.0,1,8,365,31,1,4.13,4.23,4.45,4.42,4.1,4.74,3.87,1,0.69,4.983606621708336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,3.966666666666667,1
8765,851825634818827219,1,100,100,0.0,4.0,2,1,1,2,209.0,1,8,296,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,0.05,5.342334251964811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,10.5,1
8766,851829980439286477,1,100,100,0.0,4.0,3,1,1,3,209.0,1,8,328,6,0,4.5,4.83,4.5,4.83,4.5,5.0,4.0,1,0.15,5.342334251964811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,4.5,1
8767,851832526592800800,1,100,100,0.0,4.0,2,1,1,2,159.0,1,8,3,12,1,4.5,4.58,4.83,4.83,4.67,4.92,4.08,1,0.29,5.0689042022202315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,5.833333333333333,1
8768,851934630260203350,2,98,100,0.0,259.0,2,1,1,1,176.0,30,1125,2,3,2,4.33,4.67,4.0,4.33,3.33,5.0,3.67,1,0.14,5.170483995038151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2.6666666666666665,1
8769,851958145009546881,1,100,92,1.0,1.0,2,1,1,1,83.0,2,15,124,62,35,4.79,4.84,4.84,4.94,4.87,4.92,4.68,0,2.7,4.418840607796598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.629032258064516,0
8770,852137916972339773,1,100,100,1.0,7.0,2,1,1,1,69.0,1,30,56,58,34,4.71,4.72,4.88,4.93,4.91,4.76,4.64,1,2.45,4.23410650459726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,9.03448275862069,0
8771,846832758629149553,0,0,0,0.0,33.0,4,2,2,3,129.0,60,365,318,14,7,5.0,5.0,4.86,5.0,5.0,5.0,5.0,1,0.63,4.859812404361672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10.615384615384617,1
8772,859835471090740093,1,100,96,1.0,2.0,1,1,1,1,29.0,1,1125,358,47,24,4.83,4.85,4.89,4.83,4.85,4.7,4.87,0,2.22,3.367295829986474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,5.934782608695652,0
8773,852654911815016242,2,98,100,0.0,259.0,3,1,2,2,205.0,30,1125,1,4,1,3.5,4.75,4.75,3.5,2.5,4.75,3.25,1,0.2,5.3230099791384085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.5,1
8774,852746451171589636,1,100,100,1.0,1.0,2,1,1,1,128.0,4,365,243,16,10,5.0,4.94,4.81,4.94,5.0,5.0,4.88,1,0.68,4.852030263919617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,12.25,1
8775,852859937924143132,1,100,100,1.0,3.0,4,1,1,2,76.0,3,1125,247,89,55,4.74,4.81,4.58,4.92,4.96,4.92,4.67,0,4.59,4.330733340286331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,5.670454545454546,1
8776,852871622716597383,1,100,100,1.0,1.0,6,1,2,2,120.0,1,365,186,170,83,4.81,4.88,4.64,4.88,4.89,4.93,4.86,1,7.28,4.787491742782046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6.778443113772455,1
8777,853320546834027788,1,91,98,0.0,5.0,2,2,1,1,35.0,4,365,25,102,40,4.56,4.59,4.14,4.63,4.67,4.81,4.7,1,4.3,3.5553480614894135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7.020408163265306,1
8778,853493860878471851,1,100,98,0.0,45.0,1,1,1,1,81.0,90,365,248,4,1,3.25,3.0,2.75,3.5,3.25,4.0,2.75,0,0.2,4.394449154672439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0
8779,859983788065550533,4,38,61,0.0,3.0,1,1,1,1,44.0,1,365,339,21,10,4.81,4.81,4.67,4.86,4.95,4.62,4.76,0,0.91,3.784189633918261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,6.619047619047619,0
8780,860003186295852826,1,100,89,1.0,2.0,3,1,1,1,30.0,1,1125,1,81,24,4.79,4.88,4.9,4.77,4.88,4.43,4.67,0,3.5,3.4011973816621555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,8.0125,1
8781,853539451678342277,1,100,99,0.0,216.0,4,1,1,2,80.0,1,1125,287,12,3,4.42,4.58,4.67,4.75,4.67,4.25,4.17,1,0.51,4.382026634673881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3.5,0
8782,853545744561011567,1,100,100,1.0,7.0,4,1,1,2,75.0,30,280,55,60,30,4.75,4.83,4.8,4.82,4.97,4.8,4.7,0,2.55,4.31748811353631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9.448275862068966,0
8783,853590590882944543,1,100,99,0.0,100.0,2,1,1,1,107.0,1,1125,339,23,1,4.83,4.83,4.91,4.7,4.96,4.74,4.57,1,1.01,4.672828834461906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,8.565217391304348,0
8784,853637600100347072,1,100,100,0.0,5.0,2,1,1,1,77.0,1,30,3,170,86,4.88,4.91,4.88,4.93,4.96,4.81,4.73,1,7.26,4.343805421853684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7.7823529411764705,1
8785,853739035682361011,1,100,99,0.0,6.0,2,1,1,1,113.0,1,365,71,193,107,4.62,4.66,4.73,4.84,4.89,4.49,4.46,1,8.3,4.727387818712341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.094240837696336,1
8786,853743368638731277,1,100,100,1.0,4.0,4,1,1,2,121.0,2,365,186,7,4,4.86,4.86,4.86,4.86,5.0,4.71,4.71,1,0.4,4.795790545596741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,6.0,1
8787,853746794220981487,1,100,56,1.0,1.0,3,1,1,2,79.0,7,1125,43,105,52,4.87,4.85,4.95,4.92,4.93,4.92,4.79,0,4.5,4.3694478524670215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,9.903846153846152,1
8788,853799406626916397,1,99,100,0.0,118.0,4,1,1,2,94.0,1,1125,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,1
8789,860076659977317597,1,100,100,0.0,21.0,4,1,1,2,89.0,3,1125,0,3,1,5.0,5.0,5.0,5.0,4.67,4.33,5.0,1,0.13,4.48863636973214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4.666666666666667,1
8790,860130438970182683,1,100,100,1.0,1.0,1,1,1,1,30.0,1,1125,285,122,83,4.87,4.86,4.8,4.91,4.9,4.79,4.84,0,5.24,3.4011973816621555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,7.666666666666667,0
8791,860131780068023929,4,11,0,0.0,1.0,6,2,3,3,229.0,2,30,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.43372200355424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0,0
8792,854029446806591597,0,0,0,0.0,186.0,3,1,2,2,103.0,1,365,307,48,27,4.69,4.69,4.73,4.6,4.83,4.73,4.56,1,2.05,4.634728988229636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.911111111111111,0
8793,854044157962364113,1,100,100,0.0,6.0,3,1,1,4,75.0,1,730,36,124,55,4.65,4.53,4.82,4.88,4.87,4.55,4.4,1,5.35,4.31748811353631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.566666666666666,1
8794,854070108965459793,1,95,99,0.0,107.0,4,1,1,1,119.0,3,365,157,12,1,4.67,4.58,4.75,4.83,4.75,4.83,4.58,1,0.51,4.77912349311153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7.5,0
8795,854089021649965032,1,100,100,0.0,133.0,6,3,3,3,184.0,1,365,111,90,55,4.8,4.82,4.86,4.8,4.69,4.78,4.72,1,3.93,5.214935757608986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,7.0,0
8796,854112824698600574,1,100,100,1.0,1.0,4,1,1,1,104.0,1,365,284,9,6,4.89,4.89,5.0,5.0,5.0,4.89,4.89,1,0.4,4.6443908991413725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6.111111111111111,1
8797,854194927576370528,1,100,100,0.0,173.0,4,1,2,2,108.0,2,365,249,121,62,4.6,4.68,4.71,4.85,4.9,4.96,4.56,1,5.16,4.68213122712422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.781512605042017,1
8798,854241586734063097,1,100,100,0.0,11.0,7,1,3,3,89.0,1,365,343,196,81,4.82,4.84,4.88,4.77,4.89,4.62,4.76,0,8.47,4.48863636973214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.278350515463917,1
8799,854303280517913095,1,100,2,1.0,2.0,1,1,1,2,32.0,1,1125,363,14,5,4.93,4.93,4.93,5.0,5.0,4.86,4.93,0,0.66,3.4657359027997265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,15.642857142857142,0
8800,860296256902115952,0,0,0,0.0,3.0,1,1,1,0,24.0,30,90,254,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,0.04,3.1780538303479458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,10.0,0
8801,860299390998254259,1,98,99,0.0,4.0,2,1,1,1,42.0,1,30,124,80,60,4.54,4.63,4.65,4.59,4.79,4.26,4.6,0,3.44,3.7376696182833684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,4.89873417721519,1
8803,860536729974588749,0,0,0,0.0,22.0,6,1,2,3,103.0,2,27,117,123,80,4.92,4.93,4.82,4.89,4.91,4.69,4.91,1,6.38,4.634728988229636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6.647540983606557,1
8804,854998009133860708,1,100,27,1.0,3.0,2,1,1,1,46.0,1,365,331,5,3,4.8,4.8,4.8,4.8,4.8,4.6,4.6,0,0.22,3.828641396489095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,8.6,1
8805,855058647784991794,2,90,39,0.0,35.0,4,1,2,2,250.0,2,30,175,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.521460917862246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0
8806,855074214465601795,1,100,100,0.0,3.0,5,1,3,4,115.0,3,14,132,15,5,4.33,4.53,4.2,4.4,4.53,4.2,4.4,1,0.65,4.74493212836325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.933333333333334,0
8807,855126717010582544,4,47,27,0.0,15.0,4,1,1,1,74.0,1,365,344,5,4,4.4,4.8,4.6,4.0,4.2,4.4,4.6,0,0.25,4.30406509320417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,1
8808,855151942350076151,3,50,10,0.0,1.0,2,1,1,1,28.0,1,10,62,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.08,3.332204510175204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,7.0,0
8809,855212035013633118,1,100,100,0.0,47.0,4,1,1,2,86.0,20,365,45,131,58,4.75,4.82,4.81,4.81,4.89,4.83,4.58,0,5.56,4.454347296253507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,8.224806201550388,1
8810,855487763589039658,1,100,100,1.0,3.0,2,1,1,1,78.0,1,1125,127,187,122,4.97,4.96,5.0,4.93,4.95,4.97,4.93,1,8.0,4.356708826689592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,9.438202247191011,0
8811,860705302342840744,1,100,99,1.0,428.0,4,1,1,2,95.0,1,365,1,27,4,4.67,4.56,4.59,4.67,4.78,4.44,4.48,1,1.16,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4.925925925925926,0
8812,860751467519078684,1,100,100,1.0,3.0,1,1,1,1,43.0,2,90,127,16,8,5.0,5.0,5.0,5.0,5.0,4.81,5.0,0,0.69,3.7612001156935624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,10.25,1
8813,860787369728962217,1,100,100,0.0,51.0,4,2,2,3,129.0,1,365,0,14,4,4.43,4.64,4.57,4.5,4.5,4.5,4.43,1,0.62,4.859812404361672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5.571428571428571,0
8814,860787416374437250,1,100,100,0.0,51.0,2,1,1,1,131.0,1,365,310,12,9,4.75,4.58,5.0,4.75,4.75,4.75,4.5,1,0.67,4.875197323201151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7.818181818181818,0
8815,860787427213195434,1,100,100,0.0,51.0,2,1,1,1,87.0,1,365,0,19,11,4.58,4.68,5.0,4.63,4.58,4.68,4.47,1,0.84,4.465908118654584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6.166666666666667,0
8816,860787491452587941,1,100,100,0.0,51.0,2,1,1,1,84.0,1,365,277,27,15,4.89,4.81,4.96,4.59,4.7,4.89,4.44,1,1.18,4.430816798843313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7.153846153846154,0
8817,861233445413643834,1,100,100,1.0,30.0,4,1,1,2,133.0,2,365,163,57,23,4.91,4.93,4.91,4.93,4.93,4.95,4.72,1,2.43,4.890349128221754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8.701754385964913,1
8818,861304320015760498,1,98,100,1.0,21.0,4,1,1,1,178.0,2,1125,320,81,33,4.75,4.75,4.89,4.89,4.89,4.85,4.65,1,3.48,5.181783550292085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.10126582278481,1
8819,855751276858417891,1,100,98,0.0,9.0,2,1,1,1,100.0,4,365,357,47,24,4.72,4.74,4.85,4.85,4.89,4.94,4.66,0,2.13,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.340425531914894,0
8820,855783828082492192,1,100,96,0.0,16.0,2,1,1,1,52.0,1,365,4,40,10,4.75,4.73,4.78,4.78,4.75,5.0,4.68,1,1.74,3.9512437185814275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,7.897435897435898,1
8821,855799632027286007,1,100,96,0.0,16.0,1,1,1,1,56.0,1,365,233,31,9,4.71,4.77,4.87,4.71,4.77,4.97,4.61,1,1.31,4.02535169073515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,6.612903225806452,1
8822,855807050613922637,0,0,0,0.0,1.0,2,1,1,1,293.0,3,365,352,10,4,5.0,4.8,5.0,4.9,5.0,5.0,4.6,0,0.45,5.680172609017068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,12.4,1
8823,855819866667039076,1,100,96,0.0,16.0,1,1,1,1,51.0,1,365,1,31,12,4.81,4.87,4.87,4.87,4.94,5.0,4.81,1,1.35,3.9318256327243257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,6.354838709677419,1
8824,856161627238952503,1,92,100,0.0,30.0,4,1,1,2,88.0,29,365,0,156,77,4.79,4.87,4.79,4.87,4.91,4.81,4.67,1,6.69,4.477336814478207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6.733766233766234,1
8825,856380650602057736,1,92,100,0.0,12.0,2,1,1,1,98.0,2,365,0,130,60,4.42,4.49,4.55,4.75,4.58,4.82,4.32,1,5.52,4.584967478670572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5.346774193548387,1
8826,861348698387494443,2,98,100,0.0,259.0,3,1,2,2,137.0,30,1125,254,2,0,2.5,2.5,3.0,2.5,2.5,3.0,2.5,1,0.11,4.919980925828125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.5,1
8827,861368118517170738,1,100,97,1.0,1.0,2,1,1,1,68.0,2,1125,35,46,24,4.96,4.89,4.93,4.96,4.89,4.96,4.74,0,1.97,4.219507705176107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,7.869565217391305,0
8828,861371756515982797,3,100,91,1.0,1.0,2,1,1,1,98.0,3,5,161,54,24,4.87,4.89,4.8,4.89,4.83,4.96,4.78,0,2.32,4.584967478670572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,14.24074074074074,0
8829,861371947458329526,1,100,90,0.0,14.0,3,1,1,2,45.0,32,1125,3,5,3,4.4,4.2,4.2,4.8,4.8,4.4,4.2,0,0.24,3.8066624897703196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3.4,1
8830,861379433728417874,1,91,98,0.0,5.0,2,2,1,1,34.0,3,365,40,84,38,4.37,4.46,4.05,4.75,4.57,4.8,4.38,1,3.59,3.5263605246161616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8.36144578313253,0
